periodo_denuncia;anio_denuncia;fecha_descarga;distrito_fiscal;especialidad;tipo_caso;generico;subgenerico;articulo;des_articulo;cantidad;ubigeo_pjfs;dpto_pjfs;prov_pjfs;dist_pjfs;fecha_corte
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ESTADO Y LA DEFENSA NACIONAL;ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA;328;Formas agravadas ;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ESTADO Y LA DEFENSA NACIONAL;ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA;333;Provocación pública a la desobediencia militar;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ESTADO Y LA DEFENSA NACIONAL;DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO;343;Actos de hostilidad ordenados por beligerantes;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL HONOR;CALUMNIA Y DIFAMACION;130;Injuria;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL HONOR;CALUMNIA Y DIFAMACION;131;Calumnia;15;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL HONOR;CALUMNIA Y DIFAMACION;132;Difamación;28;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN ECONOMICO;ABUSO DEL PODER ECONOMICO;232;Abuso del poder económico;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN ECONOMICO;ACAPARAMIENTO;235;Adulteracion;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN ECONOMICO;DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS;243-B;Desempeño de actividades no autorizadas.;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS FINANCIEROS;246;Instituciones financieras ilegales;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS FINANCIEROS;247;Financiamiento por medio de información fraudulenta;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS FINANCIEROS;251-A;Uso indebido de información privilegiada-Formas agravadas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;252;Fabricación y falsificación de moneda de curso legal;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;254;Tráfico de moneda falsa;35;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;255;Fabricación o introducción en el territorio de la República de instrumentos destinados a la falsificación de billetes o monedas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;256;Alteración de billetes o monedas;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;257-A;Formas agravadas;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ABIGEATO;189-A;Hurto de ganado;152;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ABIGEATO;189-B;Hurto de uso de ganado;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ABIGEATO;189-C;Robo de ganado ;20;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;APROPIACION ILICITA;190;Apropiación ilícita común;594;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;APROPIACION ILICITA;191;Sustracción de bien propio;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;APROPIACION ILICITA;192;Apropiación irregular;37;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;APROPIACION ILICITA;193;Apropiación de prenda;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;205;Daño simple;2948;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;206;Formas agravadas;213;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;206-A;Abandono y actos de crueldad contra animales domésticos y silvestres;122;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;207;Producción o venta de alimentos en mal estado para los animales;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ESTAFA Y OTRAS DEFRAUDACIONES;196;Estafa;2077;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ESTAFA Y OTRAS DEFRAUDACIONES;196-A;Estafa agravada;380;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ESTAFA Y OTRAS DEFRAUDACIONES;197;Casos de defraudación;88;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;EXTORSION;200;Extorsión.;898;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;EXTORSION;201;Chantaje;46;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;FRAUDE EN LA ADMINISTR. DE PERS. JURID.;198;Administración fraudulenta;46;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;FRAUDE EN LA ADMINISTR. DE PERS. JURID.;198-A;Informes de auditorí­a distorsionados;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;FRAUDE EN LA ADMINISTR. DE PERS. JURID.;199;Contabilidad paralela;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;HURTO;185;Hurto simple;6489;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;HURTO;186;Hurto agravado;14151;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;HURTO;187;Hurto de uso;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;RECEPTACION;194;Receptación.;2604;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;RECEPTACION;194-A;Distribución de señales de satélite portadoras de programas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;RECEPTACION;195;Formas agravadas;321;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ROBO;188;Robo.;462;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ROBO;189;Robo agravado;8466;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;USURPACION;202;Usurpación.;929;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;USURPACION;203;Desvíoilegal del curso de las aguas;17;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;USURPACION;204;Formas agravadas de usurpación;528;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO CULTURAL;CONTRA LOS BIENES CULTURALES;226;Atentados contra monumentos arqueológicos;21;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO CULTURAL;CONTRA LOS BIENES CULTURALES;227;Inducción a la comisión de atentados contra yacimientos arqueológicos;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA EL PATRIMONIO CULTURAL;CONTRA LOS BIENES CULTURALES;228;Extracción ilegal de bienes culturales;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;376;Abuso de autoridad;391;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;376-A;Abuso de autoridad condicionando ilegalmente la entrega de bienes y servicios;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;376-B;Otorgamiento ilegí­timo de derechos sobre inmuebles (abuso de autoridad);5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;377;Omisión;277;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;378;Denegación o deficiente apoyo policial (abuso de autoridad);4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
